Plot,Section,Tag,DBH,Date,Species,Alive,Sapflux,Notes
,,1160,,,,,,
,,1161,,,,,,
,,1162,,,,,,
,,1163,,,,,,
,,1164,,,,,,
,,1165,,,,,,
,,1166,,,,,,
,,1167,,,,,,
,,1168,,,,,,
,,1169,,,,,,
,,1170,,,,,,
,,1171,,,,,,
,,1172,,,,,,
,,1173,,,,,,
,,1174,,,,,,
,,1175,,,,,,
,,1176,,,,,,
,,1177,,,,,,
,,1178,,,,,,
,,1179,,,,,,
,,1180,,,,,,
,,1181,,,,,,
,,1182,,,,,,
,,1183,,,,,,
,,1184,,,,,,
,,1185,,,,,,
,,1186,,,,,,
,,1187,,,,,,
,,1188,,,,,,
,,1189,,,,,,
,,1190,,,,,,
,,1191,,,,,,
,,1192,,,,,,
,,1193,,,,,,
,,1194,,,,,,
,,1195,,,,,,
,,1196,,,,,,
,,1197,,,,,,
,,1198,,,,,,
,,1199,,,,,,
,,1200,,,,,,
,,1201,,,,,,
,,1202,,,,,,
,,1203,,,,,,
,,1204,,,,,,
,,1205,,,,,,
,,1206,,,,,,
,,1207,,,,,,
,,1208,,,,,,
,,1209,,,,,,
,,1210,,,,,,
,,1211,,,,,,
,,1212,,,,,,
,,1213,,,,,,
,,1214,,,,,,
,,1215,,,,,,
,,1216,,,,,,
,,1217,,,,,,
,,1218,,,,,,
,,1219,,,,,,
,,1220,,,,,,
,,1221,,,,,,
,,1222,,,,,,
,,1223,,,,,,
,,1224,,,,,,
,,1225,,,,,,
,,1226,,,,,,
,,1227,,,,,,
,,1228,,,,,,
,,1229,,,,,,
,,1230,,,,,,
,,1231,,,,,,
,,1232,,,,,,
,,1233,,,,,,
,,1234,,,,,,
,,1235,,,,,,
,,1236,,,,,,
,,1237,,,,,,
,,1238,,,,,,
,,1239,,,,,,
,,1240,,,,,,
,,1241,,,,,,
,,1242,,,,,,
,,1243,,,,,,
,,1244,,,,,,
,,1245,,,,,,
,,1246,,,,,,
,,1247,,,,,,
,,1248,,,,,,
,,1249,,,,,,
,,1250,,,,,,
,,1251,,,,,,
,,1252,,,,,,
,,1253,,,,,,
,,1254,,,,,,
,,1255,,,,,,
,,1256,,,,,,
,,1257,,,,,,
,,1258,,,,,,
,,1259,,,,,,
,,1260,,,,,,
,,1261,,,,,,
,,1262,,,,,,
,,1263,,,,,,
,,1264,,,,,,
,,1265,,,,,,
,,1266,,,,,,
,,1267,,,,,,
,,1268,,,,,,
,,1269,,,,,,
,,1270,,,,,,
,,1271,,,,,,
,,1272,,,,,,
,,1273,,,,,,
,,1274,,,,,,
,,1275,,,,,,
,,1276,,,,,,
,,1277,,,,,,
,,1278,,,,,,
,,1279,,,,,,
,,1280,,,,,,
,,1281,,,,,,
,,1282,,,,,,
,,1283,,,,,,
,,1284,,,,,,
,,1285,,,,,,
,,1286,,,,,,
,,1287,,,,,,
,,1288,,,,,,
,,1289,,,,,,
,,1290,,,,,,
,,1291,,,,,,
,,1292,,,,,,
,,1293,,,,,,
,,1294,,,,,,
,,1295,,,,,,
,,1296,,,,,,
,,1297,,,,,,
,,1298,,,,,,
,,1299,,,,,,
,,1300,,,,,,
Control,East,1301,10.7,3/9/19,,Yes,,
Control,East,1302,11.7,3/9/19,ACRU,Yes,,
Control,East,1303,18.7,3/9/19,ACRU,Yes,,
Control,East,1304,51.8,3/9/19,,Yes,,
Control,East,1305,35.2,3/9/19,,Yes,,
Control,East,1306,21.9,3/9/19,,Yes,,
Control,East,1307,22.6,3/9/19,,No,,
Control,East,1308,5.9,3/9/19,FAGR,Yes,,
Control,East,1309,11.6,3/9/19,,Yes,,
Control,East,1310,29.1,3/9/19,,Yes,,
Control,East,1311,37.2,3/9/19,,Yes,,
Control,East,1312,26.3,3/9/19,,Yes,,
Control,East,1313,15,3/9/19,ACRU,Yes,,
Control,East,1314,9.5,3/9/19,,Yes,,
Control,East,1315,49.2,3/9/19,,No,,
Control,East,1316,51.6,3/9/19,,Yes,,
Control,East,1317,21,3/9/19,,Yes,,
Control,East,1318,5,3/9/19,FAGR,Yes,,
Control,East,1319,19.9,3/9/19,ACRU,Yes,,
Control,East,1320,10,3/9/19,ACRU,Yes,,
Control,East,1321,14.5,3/9/19,,Yes,,
Control,East,1322,19.3,3/9/19,,Yes,,
Control,East,1323,28.7,3/9/19,ACRU,Yes,,
Control,East,1324,13.7,3/9/19,,Yes,,
Control,East,1325,47.7,3/9/19,,Yes,S4,
Control,East,1326,14.8,3/9/19,,Yes,,
Control,East,1327,53.1,3/9/19,ACRU,Yes,,
Control,East,1328,27.8,3/9/19,ACRU,Yes,,
Control,East,1329,6.6,3/9/19,FAGR,Yes,,
Control,East,1330,39.8,3/9/19,ACRU,Yes,S5,
Control,East,1331,55.1,3/9/19,,Yes,,
Control,East,1332,12.7,3/9/19,FAGR,Yes,,
Control,East,1333,8.3,3/9/19,FAGR,Yes,,
Control,East,1334,16.7,3/9/19,,No,,
Control,East,1335,11.3,3/9/19,,Yes,,
Control,East,1336,18.2,3/9/19,,Yes,,
Control,East,1337,14.3,3/9/19,FAGR,Yes,,
Control,East,1338,4.7,3/9/19,FAGR,Yes,,
Control,East,1339,36.1,3/9/19,ACRU,Yes,,
Control,East,1340,23.3,3/9/19,,Yes,,
Control,East,1341,25.7,3/9/19,ACRU,Yes,,
Control,East,1342,16.6,3/9/19,FAGR,Yes,,
Control,East,1343,11.2,3/9/19,ACRU,Yes,,
Control,East,1344,5.4,3/9/19,FAGR,Yes,,
Control,East,1345,18.9,3/9/19,ACRU,Yes,,
Control,East,1346,43.3,3/9/19,ACRU,Yes,,
Control,East,1347,30,3/9/19,ACRU,Yes,,
Control,East,1348,31.6,3/9/19,ACRU,Yes,,
Control,East,1349,10.1,3/9/19,FAGR,Yes,,
Control,East,1350,4.5,3/9/19,FAGR,Yes,,
Control,East,1351,2,3/9/19,FAGR,Yes,,
Control,East,1352,18.8,3/9/19,ACRU,Yes,,
Control,East,1353,9,3/9/19,FAGR,Yes,,
Control,East,1354,28.1,3/9/19,ACRU,Yes,,
Control,East,1355,12.6,3/9/19,ACRU,Yes,,
Control,Center,1356,6.5,3/9/19,FAGR,Yes,,
Control,Center,1357,6.3,3/9/19,ILOP,Yes,,
Control,Center,1358,10.2,3/9/19,FAGR,Yes,,
Control,Center,1359,6.5,3/9/19,ILOP,Yes,,
Control,Center,1360,23.5,3/9/19,,Yes,,
Control,Center,1361,11.5,3/9/19,,No,,
Control,Center,1362,11.5,3/9/19,ACRU,Yes,,
Control,Center,1363,5.2,3/9/19,FAGR,Yes,,
Control,Center,1364,33.1,3/9/19,LITU,Yes,,
Control,Center,1365,22.5,3/9/19,FAGR,Yes,,
Control,Center,1366,52.3,3/9/19,,Yes,,
Control,Center,1367,23.5,3/9/19,,Yes,,
Control,Center,1368,7.2,3/9/19,FAGR,Yes,,
Control,Center,1369,8.3,3/9/19,FAGR,Yes,,
Control,Center,1370,11.7,3/9/19,ACRU,Yes,,
Control,Center,1371,12.6,3/9/19,,No,,
Control,Center,1372,15.1,3/9/19,ACRU,Yes,,
Control,Center,1373,13.3,3/9/19,FAGR,Yes,,
Control,Center,1374,14.2,3/9/19,FAGR,Yes,,
Control,Center,1375,11.7,3/9/19,ACRU,Yes,,
Control,Center,1376,24.1,3/9/19,,Yes,,
Control,Center,1377,19.8,3/9/19,ACRU,Yes,,
Control,Center,1378,17.6,3/9/19,ACRU,Yes,,
Control,Center,1379,23.1,3/9/19,,Yes,,
Control,Center,1380,43.9,3/9/19,FAGR,Yes,,
Control,Center,1381,9.5,3/9/19,FAGR,Yes,,
Control,Center,1382,6.5,3/9/19,,Yes,,
Control,Center,1383,15,3/9/19,ACRU,Yes,,
Control,Center,1384,46.4,3/9/19,LITU,Yes,S1,
Control,Center,1385,39.2,3/9/19,LITU,Yes,S2,
Control,Center,1386,10.7,3/9/19,ACRU,Yes,,
Control,Center,1387,35.9,3/9/19,ACRU,Yes,,
Control,Center,1388,8.4,3/9/19,ACRU,Yes,,
Control,Center,1389,7.5,3/9/19,,Yes,,
Control,Center,1390,31.1,3/9/19,,Yes,,
Control,Center,1391,7.4,3/9/19,FAGR,Yes,,
Control,Center,1392,10.5,3/9/19,ACRU,Yes,,
Control,Center,1393,10.4,3/9/19,,Yes,,
Control,Center,1394,28.8,3/9/19,ACRU,Yes,,
Control,Center,1395,34.6,3/9/19,ACRU,Yes,,
Control,Center,1396,12.7,3/9/19,ACRU,Yes,,
Control,Center,1397,20.7,3/9/19,ACRU,Yes,,
Control,Center,1398,4.2,3/9/19,,No,,
Control,Center,1399,26.7,3/9/19,ACRU,Yes,,
Control,Center,1400,18.3,3/9/19,,Yes,,
Control,Center,1401,14.4,3/9/19,ACRU,Yes,,
Control,Center,1402,19.9,3/9/19,,Yes,,
Control,West,1403,8.9,3/9/19,FAGR,Yes,,
Control,West,1404,5.7,3/9/19,,Yes,,
Control,West,1405,71.4,3/9/19,QU??,Yes,,
Control,West,1406,33.7,3/9/19,,Yes,,
Control,West,1407,37.2,3/9/19,FAGR,Yes,,
Control,West,1408,44.4,3/9/19,LITU,Yes,,
Control,West,1409,10,3/9/19,ACRU,Yes,,
Control,West,1410,17.8,3/9/19,,Yes,,
Control,West,1411,58.3,3/9/19,LITU,Yes,S6,
Control,West,1412,24.5,3/9/19,FAGR,Yes,,
Control,West,1413,15.6,3/9/19,ACRU,Yes,,
Control,West,1414,13.3,3/9/19,FAGR,Yes,,
Control,West,1415,16.8,3/9/19,,Yes,,
Control,West,1416,11.9,3/9/19,,Yes,,
Control,West,1417,32.3,3/9/19,,Yes,,
Control,West,1418,15.7,3/9/19,FAGR,Yes,,
Control,West,1419,56.5,3/9/19,LITU,Yes,,
Control,West,1420,8.6,3/9/19,ACRU,Yes,,
Control,West,1421,34.9,3/9/19,ACRU,Yes,,
Control,West,1422,21.1,3/9/19,,Yes,,
Control,West,1423,12.5,3/9/19,,Yes,,
Control,West,1424,12.6,3/9/19,,Yes,,
Control,West,1425,45.6,3/9/19,LITU,Yes,S3,
Control,West,1426,17.8,3/9/19,,Yes,,
Control,West,1427,26,3/9/19,,Yes,,
Control,West,1428,22.8,3/9/19,,Yes,,
Control,West,1429,23.9,3/9/19,,Yes,,
Control,West,1430,6.6,3/9/19,,Yes,,
Control,West,1431,11.6,3/9/19,FAGR,Yes,,
Control,West,1432,28.2,3/9/19,FAGR,Yes,,
Control,West,1433,9.8,3/9/19,ACRU,Yes,,
Control,West,1434,3.2,3/9/19,,Yes,,
Control,West,1435,29.8,3/9/19,,Yes,,
Control,West,1436,25.8,3/9/19,ACRU,Yes,S8,
Control,West,1437,36.5,3/9/19,ACRU,Yes,,
Control,West,1438,9.9,3/9/19,FAGR,Yes,,
Control,West,1439,31.8,3/9/19,ACRU,Yes,S7,
Control,West,1440,15.9,3/9/19,,Yes,,
Control,West,1441,36,3/9/19,ACRU,Yes,,
Control,West,1442,7.6,3/9/19,,Yes,,
Control,West,1443,39.8,3/9/19,,No,,
Control,West,1444,17,3/9/19,,Yes,,
Control,West,1445,13.4,3/9/19,FAGR,Yes,,
Control,West,1446,17.2,3/9/19,ACRU,Yes,,
Control,West,1447,62.8,3/9/19,LITU,Yes,,
Control,West,1448,9,3/9/19,ACRU,Yes,,
Control,West,1449,16.6,3/9/19,,Yes,,
Control,West,1450,44,3/9/19,LITU,Yes,,
,,1451,,,,,,
,,1452,,,,,,
,,1453,,,,,,
,,1454,,,,,,
,,1455,,,,,,
,,1456,,,,,,
,,1457,,,,,,
,,1458,,,,,,
,,1459,,,,,,
,,1460,,,,,,
,,1461,,,,,,
,,1462,,,,,,
,,1463,,,,,,
,,1464,,,,,,
,,1465,,,,,,
,,1466,,,,,,
,,1467,,,,,,
,,1468,,,,,,
,,1469,,,,,,
,,1470,,,,,,
,,1471,,,,,,
,,1472,,,,,,
,,1473,,,,,,
,,1474,,,,,,
,,1475,,,,,,
,,1476,,,,,,
,,1477,,,,,,
,,1478,,,,,,
,,1479,,,,,,
,,1480,,,,,,
,,1481,,,,,,
,,1482,,,,,,
,,1483,,,,,,
,,1484,,,,,,
,,1485,,,,,,
,,1486,,,,,,
,,1487,,,,,,
,,1488,,,,,,
,,1489,,,,,,
,,1490,,,,,,
,,1491,,,,,,
,,1492,,,,,,
,,1493,,,,,,
,,1494,,,,,,
,,1495,,,,,,
,,1496,,,,,,
,,1497,,,,,,
,,1498,,,,,,
,,1499,,,,,,
,,1500,,,,,,
Fresh,West,1501,7.5,2/24/19,FAGR,Yes,,
Fresh,West,1502,61.5,2/24/19,ACRU,Yes,,
Fresh,West,1503,3.5,2/24/19,,Yes,,
Fresh,West,1504,12.8,2/24/19,FAGR,Yes,,
Fresh,West,1505,45.6,2/24/19,LITU,Yes,,
Fresh,West,1506,4.2,2/24/19,FAGR,Yes,,
Fresh,West,1507,21.9,2/24/19,ACRU,Yes,,
Fresh,West,1508,50.1,2/24/19,LITU,Yes,,
Fresh,West,1509,4.5,2/24/19,FAGR,Yes,,
Fresh,West,1510,19.3,2/24/19,ACRU,Yes,,
Fresh,West,1511,45,2/24/19,ACRU,Yes,,
Fresh,West,1512,7.1,2/24/19,FAGR,Yes,,
Fresh,West,1513,3.5,2/24/19,FAGR,Yes,,
Fresh,West,1514,6.4,2/24/19,FAGR,Yes,,
Fresh,West,1515,4.6,2/24/19,FAGR,Yes,,
Fresh,West,1516,31.9,2/24/19,FAGR,Yes,,
Fresh,West,1517,9.4,2/24/19,FAGR,Yes,,
Fresh,West,1518,9.4,2/24/19,FAGR,Yes,,
Fresh,West,1519,37.5,2/24/19,FAGR,Yes,,
Fresh,West,1520,25.4,2/24/19,ACRU,Yes,F7,
Fresh,West,1521,25.9,2/24/19,ACRU,Yes,F8,
Fresh,West,1522,17.7,2/24/19,FAGR,Yes,,
Fresh,West,1523,67.5,2/24/19,LITU,Yes,,
Fresh,West,1524,11.5,2/24/19,FAGR,Yes,,
Fresh,West,1525,49.9,2/24/19,LITU,Yes,,
Fresh,West,1526,23.8,2/24/19,ACRU,Yes,,
Fresh,West,1527,42.3,2/24/19,LITU,Yes,,
Fresh,West,1528,19.5,2/24/19,FAGR,Yes,,
Fresh,West,1529,7.1,2/24/19,FAGR,Yes,,
Fresh,West,1530,54.9,2/24/19,LITU,Yes,,
Fresh,West,1531,5.2,2/24/19,FAGR,Yes,,
Fresh,West,1532,36,2/24/19,LITU,Yes,,
Fresh,West,1533,10.3,2/24/19,FAGR,Yes,,
Fresh,West,1534,39.8,2/24/19,ACRU,Yes,,
Fresh,West,1535,28.6,2/24/19,ACRU,Yes,,
Fresh,West,1536,5.3,2/24/19,,Yes,,
Fresh,West,1537,18.1,2/24/19,FAGR,Yes,,
Fresh,West,1538,19.8,2/24/19,,Yes,,
Fresh,West,1539,35.2,2/24/19,FAGR,Yes,,
Fresh,West,1540,19.3,2/24/19,,Yes,,
Fresh,West,1541,9,2/24/19,FAGR,Yes,,
Fresh,Center,1542,49.7,2/24/19,LITU,Yes,,
Fresh,Center,1543,35.3,2/24/19,FAGR,Yes,,
Fresh,Center,1544,39.8,2/24/19,LITU,Yes,,
Fresh,Center,1545,15.2,2/24/19,ACRU,Yes,,
Fresh,Center,1546,21.7,2/24/19,ACRU,Yes,,
Fresh,Center,1547,33.3,2/24/19,ACRU,Yes,,
Fresh,Center,1548,28.1,2/24/19,ACRU,Yes,,
Fresh,Center,1549,7.8,2/24/19,,Yes,,
Fresh,Center,1550,21.6,2/24/19,FAGR,Yes,,
Fresh,Center,1551,52.2,2/24/19,LITU,Yes,F6,
Fresh,Center,1552,66,2/24/19,LITU,Yes,F3,
Fresh,Center,1553,16.1,2/24/19,,Yes,,
Fresh,Center,1554,3.2,2/24/19,,Yes,,
Fresh,Center,1555,5.4,2/24/19,,Yes,,
Fresh,Center,1556,9.2,2/24/19,,Yes,,
Fresh,Center,1557,7.5,2/24/19,,Yes,,
Fresh,Center,1558,13.2,2/24/19,FAGR,Yes,,
Fresh,Center,1559,38.4,2/24/19,ACRU,Yes,,
Fresh,Center,1560,9.8,2/24/19,,Yes,,
Fresh,Center,1561,55.8,2/24/19,LITU,Yes,F4,
Fresh,Center,1562,20.5,2/24/19,,No,,
Fresh,Center,1563,28,2/24/19,ACRU,Yes,,
Fresh,Center,1564,7.8,2/24/19,FAGR,Yes,,
Fresh,Center,1565,15,2/24/19,,Yes,,
Fresh,Center,1566,55.7,2/24/19,LITU,Yes,,
Fresh,Center,1567,22.9,2/24/19,FAGR,Yes,,
Fresh,Center,1568,59.2,2/24/19,LITU,Yes,,
Fresh,East,1569,40.4,2/24/19,FAGR,Yes,,
Fresh,East,1570,24.8,2/24/19,FAGR,Yes,,
Fresh,East,1571,8.3,2/24/19,FAGR,Yes,,
Fresh,East,1572,8.2,2/24/19,,Yes,,
Fresh,East,1573,33.8,2/24/19,FAGR,Yes,,
Fresh,East,1574,34.8,2/24/19,FAGR,Yes,,
Fresh,East,1575,12.1,2/24/19,,Yes,,
Fresh,East,1576,69.1,2/24/19,LITU,Yes,,
Fresh,East,1577,5.5,2/24/19,FAGR,Yes,,
Fresh,East,1578,66.7,2/24/19,LITU,Yes,F1,
Fresh,East,1579,26.6,2/24/19,LITU,Yes,,
Fresh,East,1580,29.9,2/24/19,FAGR,Yes,,
Fresh,East,1581,5.9,2/24/19,FAGR,Yes,,
Fresh,East,1582,27.4,2/24/19,,No,,
Fresh,East,1583,17.5,2/24/19,ACRU,Yes,,
Fresh,East,1584,1.9,2/24/19,FAGR,Yes,,
Fresh,East,1585,12.8,2/24/19,FAGR,Yes,,
Fresh,East,1586,40.6,2/24/19,LITU,Yes,,
Fresh,East,1587,14.4,2/24/19,,Yes,,
Fresh,East,1588,6.5,2/24/19,,Yes,,
Fresh,East,1589,5.3,2/24/19,FAGR,Yes,,
Fresh,East,1590,26.7,2/24/19,FAGR,Yes,,
Fresh,East,1591,79,2/24/19,LITU,Yes,F5,
Fresh,East,1592,43.4,2/24/19,ACRU,Yes,,
Fresh,East,1593,5.1,2/24/19,,Yes,,
Fresh,East,1594,5.7,2/24/19,FAGR,Yes,,
Fresh,East,1595,16.2,2/24/19,ACRU,Yes,,
Fresh,East,1596,26.8,2/24/19,FAGR,Yes,,
Fresh,East,1597,37.8,2/24/19,ACRU,Yes,,
Fresh,East,1598,17.8,2/24/19,FAGR,Yes,,
Fresh,East,1599,61.6,2/24/19,LITU,Yes,,
Fresh,East,1600,8.6,2/24/19,FAGR,Yes,,
Fresh,East,1601,5.5,2/24/19,FAGR,Yes,,
Fresh,East,1602,15.1,2/24/19,,Yes,,
Fresh,East,1603,26,2/24/19,,No,,
Fresh,East,1604,22.3,2/24/19,,Yes,,
Fresh,East,1605,3.5,2/24/19,FAGR,Yes,,
Fresh,East,1606,7.7,2/24/19,,Yes,,
Fresh,East,1607,30.1,2/24/19,,No,,
Fresh,East,1608,3.6,2/24/19,,Yes,,
Fresh,East,1609,12.6,2/24/19,ACRU,Yes,,
Fresh,East,1610,47.8,2/24/19,LITU,Yes,,
Fresh,East,1611,5.9,2/24/19,,Yes,,
Fresh,East,1612,36.7,2/24/19,LITU,Yes,,
Fresh,East,1613,38.3,2/24/19,ACRU,Yes,,
Fresh,Out-east,1614,55.1,2/24/19,LITU,Yes,,
Fresh,Out-east,1615,38.3,2/24/19,LITU,Yes,,
Fresh,Out-east,1616,25,2/24/19,LITU,Yes,,
Fresh,Out-east,1617,5.5,2/24/19,,Yes,,
Fresh,Out-east,1618,17.9,2/24/19,FAGR,Yes,,
Fresh,Out-east,1619,69.9,2/24/19,LITU,Yes,,
Fresh,Out-east,1620,10.1,2/24/19,,Yes,,
Fresh,Out-east,1621,42.5,2/24/19,ACRU,Yes,,
Fresh,Out-east,1622,7.9,2/24/19,FAGR,Yes,,
Fresh,Out-east,1623,44.1,2/24/19,,Yes,,
Fresh,Out-east,1624,11.9,2/24/19,FAGR,Yes,,
Fresh,Out-east,1625,20.7,2/24/19,ACRU,Yes,,
Fresh,Out-east,1626,9.5,2/24/19,FAGR,Yes,,
Fresh,Out-east,1627,7.9,2/24/19,FAGR,Yes,,
Fresh,Out-east,1628,2.3,2/24/19,FAGR,Yes,,
Fresh,Out-east,1629,68.7,2/24/19,ACRU,Yes,,
Fresh,Out-east,1630,28.5,2/24/19,FAGR,Yes,,
Fresh,Out-east,1631,8.6,2/24/19,ACRU,Yes,,
Fresh,Out-east,1632,51,2/24/19,LITU,Yes,,
Fresh,Out-east,1633,38.7,2/24/19,,No,,
Fresh,Out-east,1634,12.9,2/24/19,,No,,
Fresh,Out-east,1635,45.9,2/24/19,LITU,Yes,,
Fresh,East,1636,4.1,2/24/19,,Yes,,Next to 1591
,,1637,,,,,,
,,1638,,,,,,
,,1639,,,,,,
,,1640,,,,,,
,,1641,,,,,,
,,1642,,,,,,
,,1643,,,,,,
,,1644,,,,,,
,,1645,,,,,,
,,1646,,,,,,
,,1647,,,,,,
,,1648,,,,,,
,,1649,,,,,,
,,1650,,,,,,
,,1651,,,,,,
,,1652,,,,,,
,,1653,,,,,,
,,1654,,,,,,
,,1655,,,,,,
,,1656,,,,,,
,,1657,,,,,,
,,1658,,,,,,
,,1659,,,,,,
,,1660,,,,,,
,,1661,,,,,,
,,1662,,,,,,
,,1663,,,,,,
,,1664,,,,,,
,,1665,,,,,,
,,1666,,,,,,
,,1667,,,,,,
,,1668,,,,,,
,,1669,,,,,,
,,1670,,,,,,
,,1671,,,,,,
,,1672,,,,,,
,,1673,,,,,,
,,1674,,,,,,
,,1675,,,,,,
,,1676,,,,,,
,,1677,,,,,,
,,1678,,,,,,
,,1679,,,,,,
,,1680,,,,,,
,,1681,,,,,,
,,1682,,,,,,
,,1683,,,,,,
,,1684,,,,,,
,,1685,,,,,,
,,1686,,,,,,
,,1687,,,,,,
,,1688,,,,,,
,,1689,,,,,,
,,1690,,,,,,
,,1691,,,,,,
,,1692,,,,,,
,,1693,,,,,,
,,1694,,,,,,
,,1695,,,,,,
,,1696,,,,,,
,,1697,,,,,,
,,1698,,,,,,
,,1699,,,,,,
,,1700,,,,,,
Salt,East,1701,48.8,2/24/19,LITU,Yes,,
Salt,East,1702,23.5,2/24/19,FAGR,Yes,,
Salt,East,1703,32.7,2/24/19,LITU,Yes,,
Salt,East,1704,33.6,2/24/19,ACRU,Yes,,
Salt,East,1705,32.3,2/24/19,ACRU,Yes,,
Salt,East,1706,24.2,2/24/19,LITU,Yes,,
Salt,East,1707,13.1,2/24/19,FAGR,Yes,,
Salt,East,1708,45.4,2/24/19,ACRU,Yes,,
Salt,East,1709,27.5,2/24/19,LITU,Yes,,
Salt,East,1710,4.9,2/24/19,FAGR,Yes,,
Salt,East,1711,30.6,2/24/19,LITU,Yes,,
Salt,East,1712,47.8,2/24/19,LITU,Yes,,
Salt,East,1713,20.9,2/24/19,FAGR,Yes,,
Salt,East,1714,4.2,2/24/19,FAGR,Yes,,
Salt,East,1715,15.6,2/24/19,,No,,
Salt,East,1716,20,2/24/19,ACRU,Yes,,
Salt,East,1717,9.4,2/24/19,,Yes,,
Salt,East,1718,64,2/24/19,LITU,Yes,,
Salt,East,1719,6.8,2/24/19,FAGR,Yes,,
Salt,East,1720,32.7,2/24/19,LITU,Yes,,
Salt,East,1721,23,2/24/19,FAGR,Yes,,
Salt,East,1722,18.2,2/24/19,,No,,
Salt,East,1723,6.4,2/24/19,FAGR,Yes,,
Salt,East,1724,1.8,2/24/19,FAGR,Yes,,
Salt,East,1725,6,2/24/19,FAGR,Yes,,
Salt,East,1726,11.4,2/24/19,ACRU,Yes,,
Salt,East,1727,58.6,2/24/19,LITU,Yes,,
Salt,East,1728,20.7,2/24/19,ACRU,Yes,,
Salt,East,1729,6.3,2/24/19,FAGR,Yes,,
Salt,East,1730,10.6,2/24/19,FAGR,Yes,,
Salt,East,1731,7.7,2/24/19,,Yes,,
Salt,East,1732,6.8,2/24/19,FAGR,Yes,,
Salt,East,1733,24.9,2/24/19,ACRU,Yes,C7,
Salt,East,1734,3.5,2/24/19,FAGR,Yes,,
Salt,East,1735,7.6,2/24/19,,Yes,,
Salt,East,1736,6.9,2/24/19,FAGR,Yes,,
Salt,East,1737,39,2/24/19,ACRU,Yes,,
Salt,East,1738,25.6,2/24/19,,Yes,,
